incident_case_id,date,clearance_code_inc_type,PGPD Reporting Area,PGPD Sector,PGPD BEAT,street_number,street_address,latitude,longitude,location
PP23091900001403,09/19/2023 12:00:00 AM,ACCIDENT,313,G,G4,900 BLOCK,950 NALLEY RD,38.90306322276592,-76.87613745033741,"(38.90306322276592,-76.87613745033741)"
PP23092400000986,09/24/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,626,W,W1,,INDIAN HEAD HWY SB / OLD FORT RD,38.7557538151741,-76.99326319992542,"(38.7557538151741,-76.99326319992542)"
PP23091800001536,09/18/2023 12:00:00 AM,THEFT,609,J,J4,8200 BLOCK,8201 OXON HILL RD,38.77707922458649,-77.00671461224556,"(38.77707922458649,-77.00671461224556)"
PP23092400002036,09/24/2023 12:00:00 AM,"AUTO, STOLEN",262,B,B1,6300 BLOCK,6303 LANDOVER RD EB,38.932918816804886,-76.90828961133957,"(38.932918816804886,-76.90828961133957)"
PP23092700002114,09/27/2023 12:00:00 AM,"ROBBERY, VEHICLE",656,J,J5,6200 BLOCK,6235 OXON HILL RD SB,38.80463822185993,-76.98538920283318,"(38.80463822185993,-76.98538920283318)"
PP23092100000322,09/21/2023 12:00:00 AM,ACCIDENT,651,W,W3,18600 BLOCK,18600 ACCOKEEK CT,38.64223697781563,-77.03230510652065,"(38.64223697781563,-77.03230510652065)"
PP23091900000336,09/19/2023 12:00:00 AM,"AUTO, STOLEN",332,G,G5,7600 BLOCK,7620 LANDOVER RD WB,38.927341386675835,-76.88368336856365,"(38.927341386675835,-76.88368336856365)"
PP23091900001536,09/19/2023 12:00:00 AM,ACCIDENT,214,B,B6,,BERWYN HOUSE RD / BALTIMORE AVE NB,38.99262997508049,-76.93322394788265,"(38.99262997508049,-76.93322394788265)"
PP23092800000120,09/28/2023 12:00:00 AM,ASSAULT,302,G,G6,,COLUMBIA PARK RD EB / CABIN BRANCH DR,38.916842728853226,-76.90632110834122,"(38.916842728853226,-76.90632110834122)"
PP23092800001798,09/28/2023 12:00:00 AM,THEFT FROM AUTO,839,D,D5,9400 BLOCK,9430 ANNAPOLIS RD WB,38.96539905667305,-76.8423448652029,"(38.96539905667305,-76.8423448652029)"
PP23092800000396,09/28/2023 12:00:00 AM,THEFT FROM AUTO,747,F,F5,8200 BLOCK,8206 ELORA LN,38.70522898435593,-76.86563877761364,"(38.70522898435593,-76.86563877761364)"
PP23092800000319,09/28/2023 12:00:00 AM,"ASSAULT, WEAPON",703,E,E5,13200 BLOCK,13208 KEVERTON DR,38.89125221967697,-76.77771244943142,"(38.89125221967697,-76.77771244943142)"
PP23092500001899,09/25/2023 12:00:00 AM,THEFT FROM AUTO,2221,E,E2,1200 BLOCK,1200 CAPITAL CENTRE BLVD,38.90470364689827,-76.84628185629845,"(38.90470364689827,-76.84628185629845)"
PP23092300001240,09/23/2023 12:00:00 AM,SEX OFFENSE,156,A,A4,8100 BLOCK,8106 NEW HAMPSHIRE AVE SB,38.992301896214485,-76.98768578469753,"(38.992301896214485,-76.98768578469753)"
PP23091900000667,09/19/2023 12:00:00 AM,"AUTO, STOLEN",135,A,A2,2400 BLOCK,2421 CHILLUM RD EB,38.94997914135456,-76.9706254452467,"(38.94997914135456,-76.9706254452467)"
PP23092500001612,09/25/2023 12:00:00 AM,THEFT FROM AUTO,939,C,C3,4400 BLOCK,4405 ROMLON ST,39.03167189657688,-76.92469377815723,"(39.03167189657688,-76.92469377815723)"
PP23092700000666,09/27/2023 12:00:00 AM,THEFT FROM AUTO,855,E,E6,2200 BLOCK,2260 CRAIN HWY NE,38.920451641082764,-76.71636086702347,"(38.920451641082764,-76.71636086702347)"
PP23092200000445,09/22/2023 12:00:00 AM,"AUTO, STOLEN",431,K,K3,3600 BLOCK,3611 SILVER PARK DR,38.84039930999279,-76.9371609389782,"(38.84039930999279,-76.9371609389782)"
PP23092200001964,09/22/2023 12:00:00 AM,THEFT,110,A,A4,1700 BLOCK,1703 KEOKEE ST,38.99066147208214,-76.97948369383812,"(38.99066147208214,-76.97948369383812)"
PP23092700000309,09/27/2023 12:00:00 AM,THEFT FROM AUTO,916,C,C4,9400 BLOCK,9463 MUIRKIRK RD,39.057262390851974,-76.84136061370373,"(39.057262390851974,-76.84136061370373)"
PP23092300001231,09/23/2023 12:00:00 AM,THEFT,707,E,E4,1700 BLOCK,1700 SANSBURY RD,38.86566172540188,-76.83873595297337,"(38.86566172540188,-76.83873595297337)"
PP23092800000496,09/28/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,848,E,E6,,CHURCH RD / KINGS ISLE CT,38.937183886766434,-76.76557336747646,"(38.937183886766434,-76.76557336747646)"
PP23091900000438,09/19/2023 12:00:00 AM,THEFT FROM AUTO,930,C,C3,4200 BLOCK,4238 KENNY ST,39.04906031489372,-76.92042869329453,"(39.04906031489372,-76.92042869329453)"
PP23092600000053,09/26/2023 12:00:00 AM,"AUTO, STOLEN",946,C,C2,10100 BLOCK,10106 PHOEBE LN,39.02248555421829,-76.96340760588646,"(39.02248555421829,-76.96340760588646)"
PP23092700002191,09/27/2023 12:00:00 AM,ACCIDENT,501,K,K2,,25TH AVE / IVERSON ST EB,38.835806146264076,-76.95422127842903,"(38.835806146264076,-76.95422127842903)"
PP23092400001057,09/24/2023 12:00:00 AM,"B & E, COMMERCIAL",629,W,W4,9800 BLOCK,9800 JACQUELINE DR,38.75509764254093,-76.95979869365692,"(38.75509764254093,-76.95979869365692)"
PP23092200000339,09/22/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,234,B,B4,,ANNAPOLIS RD WB / SB BALTIMORE WASHINGTON PKY OFRP WB ANNPOLIS RD,38.93948048353195,-76.91583552956581,"(38.93948048353195,-76.91583552956581)"
PP23092200001359,09/22/2023 12:00:00 AM,ACCIDENT,501,K,K2,,IVERSON ST EB / 23RD PKWY NB,38.83318147063255,-76.95979869365692,"(38.83318147063255,-76.95979869365692)"
PP23092100000668,09/21/2023 12:00:00 AM,THEFT,508,K,K3,4300 BLOCK,4325 SAINT BARNABAS RD SB,38.82990063726902,-76.94241027534008,"(38.82990063726902,-76.94241027534008)"
PP23092100002059,09/21/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,656,J,J5,,OXON HILL RD SB / JOHN HANSON LN,38.8052943944931,-76.97521860897541,"(38.8052943944931,-76.97521860897541)"
PP23092000001191,09/20/2023 12:00:00 AM,"AUTO, STOLEN & RECOVERED",428,K,K4,4400 BLOCK,4427 RENA RD,38.830228731036186,-76.87941828370094,"(38.830228731036186,-76.87941828370094)"
PP23092500001354,09/25/2023 12:00:00 AM,"AUTO, STOLEN",313,G,G4,,BRIGHTSEAT RD SB / SEAN TAYLOR RD,38.91454614698887,-76.86137369275093,"(38.91454614698887,-76.86137369275093)"
PP23092000000920,09/20/2023 12:00:00 AM,ACCIDENT,702,E,E3,,LARGO RD WB / KETTERING DR,38.8843624740839,-76.81445777416229,"(38.8843624740839,-76.81445777416229)"
PP23092100000599,09/21/2023 12:00:00 AM,"ROBBERY, OTHER",314,G,G4,7600 BLOCK,7600 BARLOWE RD,38.91815505921841,-76.87548127770424,"(38.91815505921841,-76.87548127770424)"
PP23100100000935,10/01/2023 12:00:00 AM,"AUTO, STOLEN",621,J,J6,1100 BLOCK,1101 PALMER RD,38.76690864562988,-76.98867003619671,"(38.76690864562988,-76.98867003619671)"
PP23092900000267,09/29/2023 12:00:00 AM,"B & E, COMMERCIAL",649,W,W2,15700 BLOCK,15789 LIVINGSTON RD,38.67078022658825,-77.00901119410992,"(38.67078022658825,-77.00901119410992)"
PP23100300000136,10/03/2023 12:00:00 AM,"ASSAULT, WEAPON",424,H,H6,6500 BLOCK,6501 WALTERS PL,38.83744655549526,-76.89713478088379,"(38.83744655549526,-76.89713478088379)"
PP23092900001755,09/29/2023 12:00:00 AM,"AUTO, STOLEN",126,A,A2,2000 BLOCK,2013 OGLETHORPE ST,38.96244631707668,-76.9745624512434,"(38.96244631707668,-76.9745624512434)"
PP23093000000041,09/30/2023 12:00:00 AM,"B & E, RESIDENTIAL",826,D,D1,6700 BLOCK,6711 CIPRIANO RD,38.98213131725788,-76.85481202602386,"(38.98213131725788,-76.85481202602386)"
PP23100200000758,10/02/2023 12:00:00 AM,THEFT,616,K,K6,3800 BLOCK,3807 GULL RD,38.811527982354164,-76.94044177234173,"(38.811527982354164,-76.94044177234173)"
PP23100400001883,10/04/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,315,G,G4,8100 BLOCK,8100 SHERIFF RD,38.9138899743557,-76.86596685647964,"(38.9138899743557,-76.86596685647964)"
PP23100100002269,10/01/2023 12:00:00 AM,"B & E, RESIDENTIAL",504,K,K1,1400 BLOCK,1411 SOUTHERN AVE,38.83547806739807,-76.98243644833565,"(38.83547806739807,-76.98243644833565)"
PP23100100002277,10/01/2023 12:00:00 AM,"AUTO, STOLEN",721,K,K4,5700 BLOCK,5701 ALLENTOWN RD SB,38.80988755822182,-76.8974628597498,"(38.80988755822182,-76.8974628597498)"
PP23100200001555,10/02/2023 12:00:00 AM,ACCIDENT,113,A,A3,,UNIVERSITY BLVD EB / 15TH AVE,38.985412150621414,-76.98178027570248,"(38.985412150621414,-76.98178027570248)"
PP23092900002130,09/29/2023 12:00:00 AM,THEFT,657,J,J41,6800 BLOCK,6800 OXON HILL RD,38.79479572176933,-77.00080911815166,"(38.79479572176933,-77.00080911815166)"
PP23100400000172,10/04/2023 12:00:00 AM,ACCIDENT,234,B,B4,5600 BLOCK,5621 67TH AVE,38.95490039885044,-76.90500877797604,"(38.95490039885044,-76.90500877797604)"
PP23100300000448,10/03/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,412,H,H3,,RITCHIE RD NB / WALKER MILL RD EB,38.872879564762115,-76.85645245015621,"(38.872879564762115,-76.85645245015621)"
PP23093000001341,09/30/2023 12:00:00 AM,ACCIDENT,521,J,J3,,INDIAN HEAD HWY SB / OXON HILL RD NB,38.80201356112957,-76.99916869401932,"(38.80201356112957,-76.99916869401932)"
PP23100300001488,10/03/2023 12:00:00 AM,ACCIDENT,214,B,B6,,BALTIMORE AVE NB / CAMPUS DR EB,38.98836489021778,-76.935192450881,"(38.98836489021778,-76.935192450881)"
PP23093000001090,09/30/2023 12:00:00 AM,"B & E, OTHER",304,G,G3,1400 BLOCK,1423 EASTERN AVE,38.909296810626984,-76.93027119338512,"(38.909296810626984,-76.93027119338512)"
PP23092900001790,09/29/2023 12:00:00 AM,"B & E, RESIDENTIAL",844,D,D5,4300 BLOCK,4308 HOLMEHURST WAY W,38.94866681098938,-76.80199061334133,"(38.94866681098938,-76.80199061334133)"
PP23100300001429,10/03/2023 12:00:00 AM,ACCIDENT,612,J,J6,,PALMER RD / INDIAN HEAD HWY NB,38.76625247299671,-76.9942474514246,"(38.76625247299671,-76.9942474514246)"
PP23100400001141,10/04/2023 12:00:00 AM,ACCIDENT,3131,G,G43,,FEDEX WAY / HILL OAKS RD,38.90732830762863,-76.86662302911282,"(38.90732830762863,-76.86662302911282)"
PP23092900001590,09/29/2023 12:00:00 AM,ACCIDENT,321,G,G1,,CENTRAL AVE EB / CINDY LN,38.88764330744743,-76.88958886265755,"(38.88764330744743,-76.88958886265755)"
PP23100300000790,10/03/2023 12:00:00 AM,ACCIDENT,859,E,E2,12100 BLOCK,12158 CENTRAL AVE WB,38.90109471976757,-76.7947727739811,"(38.90109471976757,-76.7947727739811)"
PP23100100001279,10/01/2023 12:00:00 AM,ACCIDENT,502,K,K2,3100 BLOCK,3111 BRANCH AVE SB,38.850569888949394,-76.95520552992821,"(38.850569888949394,-76.95520552992821)"
PP23093000002311,09/30/2023 12:00:00 AM,THEFT,124,A,A3,6700 BLOCK,6731 NEW HAMPSHIRE AVE NB,38.97163264453411,-76.99621593952179,"(38.97163264453411,-76.99621593952179)"
PP23100400001607,10/04/2023 12:00:00 AM,ACCIDENT,841,D,D6,9300 BLOCK,9321 ANNAPOLIS RD EB,38.96474289894104,-76.84759420156479,"(38.96474289894104,-76.84759420156479)"
PP23092900000917,09/29/2023 12:00:00 AM,ACCIDENT,637,W,W2,,INDIAN HEAD HWY NB / THE MALL,38.69144947826862,-76.98899811506271,"(38.69144947826862,-76.98899811506271)"
PP23100200000014,10/02/2023 12:00:00 AM,"AUTO, STOLEN",431,K,K3,3500 BLOCK,3510 SILVER PARK DR,38.84171164035797,-76.9371609389782,"(38.84171164035797,-76.9371609389782)"
PP23100100000906,10/01/2023 12:00:00 AM,"ASSAULT, WEAPON",828,D,D5,9800 BLOCK,9801 JUSTINA CT,38.969992220401764,-76.83578319847584,"(38.969992220401764,-76.83578319847584)"
PP23100400000684,10/04/2023 12:00:00 AM,ACCIDENT,434,H,H3,,FORESTVILLE RD SB / PARSTON DR,38.84728905558586,-76.87252852320671,"(38.84728905558586,-76.87252852320671)"
PP23092900001046,09/29/2023 12:00:00 AM,THEFT FROM AUTO,124,TRU,A3,900 BLOCK,924 RAY RD,38.96802373230457,-76.98998236656189,"(38.96802373230457,-76.98998236656189)"
PP23093000001223,09/30/2023 12:00:00 AM,ACCIDENT,603,J,J5,6400 BLOCK,6431 LIVINGSTON RD,38.80037313699722,-76.98735769093037,"(38.80037313699722,-76.98735769093037)"
PP23092900000386,09/29/2023 12:00:00 AM,THEFT FROM AUTO,232,B,B3,5500 BLOCK,5515 NICHOLSON ST,38.95785313844681,-76.92042869329453,"(38.95785313844681,-76.92042869329453)"
PP23100100000864,10/01/2023 12:00:00 AM,"ROBBERY, OTHER",124,A,A3,6800 BLOCK,6809 NEW HAMPSHIRE AVE NB,38.97294497489929,-76.99654403328896,"(38.97294497489929,-76.99654403328896)"
PP23100300000273,10/03/2023 12:00:00 AM,"AUTO, STOLEN",629,W,W4,9600 BLOCK,9608 PAMELIA PL,38.759034648537636,-76.95618978142738,"(38.759034648537636,-76.95618978142738)"
PP23100100000094,10/01/2023 12:00:00 AM,"ASSAULT, WEAPON",405,H,H3,6500 BLOCK,6520 ROLLING RIDGE DR,38.88567480444908,-76.89385394752026,"(38.88567480444908,-76.89385394752026)"
PP23100300002194,10/03/2023 12:00:00 AM,ACCIDENT,111,A,A6,,ADELPHI RD NB / CAMPUS DR,38.985412150621414,-76.95553360879421,"(38.985412150621414,-76.95553360879421)"
PP23100300001029,10/03/2023 12:00:00 AM,THEFT FROM AUTO,736,TRU,F3,8300 BLOCK,8324 WOODYARD RD,38.775766894221306,-76.86891961097717,"(38.775766894221306,-76.86891961097717)"
PP23100100001770,10/01/2023 12:00:00 AM,"AUTO, STOLEN",424,H,H6,6600 BLOCK,6601 HIL MAR DR,38.84335206449032,-76.89418202638626,"(38.84335206449032,-76.89418202638626)"
PP23100100001542,10/01/2023 12:00:00 AM,THEFT,423,H,H4,5500 BLOCK,5500 SILVER HILL RD SB,38.85417881608009,-76.91288277506828,"(38.85417881608009,-76.91288277506828)"
PP23092900001597,09/29/2023 12:00:00 AM,THEFT,434,H,H3,7300 BLOCK,7300 MARLBORO PIKE WB,38.84925755858421,-76.88040253520012,"(38.84925755858421,-76.88040253520012)"
PP23100300002124,10/03/2023 12:00:00 AM,ACCIDENT,118,A,A6,,AMHERST RD / 23RD PL,38.97294497489929,-76.9706254452467,"(38.97294497489929,-76.9706254452467)"
PP23100200001359,10/02/2023 12:00:00 AM,THEFT,131,A,A2,5600 BLOCK,5621 SARGENT RD NB,38.958837389945984,-76.98637343943119,"(38.958837389945984,-76.98637343943119)"
PP23100300000951,10/03/2023 12:00:00 AM,"AUTO, STOLEN",7939,C,C3,4300 BLOCK,4321 SELLMAN RD,39.03429655730724,-76.91878828406334,"(39.03429655730724,-76.91878828406334)"
PP23092900000230,09/29/2023 12:00:00 AM,"B & E, COMMERCIAL",604,J,J6,6100 BLOCK,6160 OXON HILL RD NB,38.80398206412792,-76.97915561497211,"(38.80398206412792,-76.97915561497211)"
PP23100100000997,10/01/2023 12:00:00 AM,THEFT FROM AUTO,424,H,H6,,FORESTVILLE RD / PENN BELT DR,38.836462303996086,-76.87613745033741,"(38.836462303996086,-76.87613745033741)"
PP23100300001509,10/03/2023 12:00:00 AM,ASSAULT,202,B,B7,9800 BLOCK,9801 RHODE ISLAND AVE,39.01362730562687,-76.92010061442852,"(39.01362730562687,-76.92010061442852)"
PP23100100001452,10/01/2023 12:00:00 AM,THEFT FROM AUTO,106,B,B7,9000 BLOCK,9014 GETTYSBURG LN,39.00542522966862,-76.94569110870361,"(39.00542522966862,-76.94569110870361)"
PP23100200000582,10/02/2023 12:00:00 AM,THEFT,234,B,B4,6000 BLOCK,6029 66TH AVE,38.960805892944336,-76.90304027497768,"(38.960805892944336,-76.90304027497768)"
PP23100200001606,10/02/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,829,D,D5,,GLENN DALE BLVD EB / DAISY LN,38.97819431126118,-76.80330294370651,"(38.97819431126118,-76.80330294370651)"
PP23092900001356,09/29/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,649,W,W2,,BEALLE HILL RD / ACCOKEEK RD,38.6688117235899,-76.99293510615826,"(38.6688117235899,-76.99293510615826)"
PP23093000000671,09/30/2023 12:00:00 AM,THEFT FROM AUTO,723,F,F3,6500 BLOCK,6522 HALLAM DR,38.801029309630394,-76.8380797803402,"(38.801029309630394,-76.8380797803402)"
PP23092900001449,09/29/2023 12:00:00 AM,THEFT,225,B,B3,6000 BLOCK,6081 64TH AVE,38.96211822330952,-76.9073053598404,"(38.96211822330952,-76.9073053598404)"
PP23100400001426,10/04/2023 12:00:00 AM,"AUTO, STOLEN",431,K,K3,3900 BLOCK,3914 COACH LN,38.83416572213173,-76.93880136311054,"(38.83416572213173,-76.93880136311054)"
PP23092900000303,09/29/2023 12:00:00 AM,THEFT,238,B,B5,7900 BLOCK,7951 ANNAPOLIS RD EB,38.953916147351265,-76.87416894733906,"(38.953916147351265,-76.87416894733906)"
PP23100400001496,10/04/2023 12:00:00 AM,THEFT,243,B,B2,5500 BLOCK,5506 NEWTON ST,38.936527729034424,-76.92370952665806,"(38.936527729034424,-76.92370952665806)"
PP23092900001425,09/29/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,617,K,K5,4700 BLOCK,4705 TAMWORTH CT,38.79971697926521,-76.92600610852242,"(38.79971697926521,-76.92600610852242)"
PP23092900001527,09/29/2023 12:00:00 AM,THEFT,238,B,B5,4900 BLOCK,4914 78TH AVE,38.947682559490204,-76.87646552920341,"(38.947682559490204,-76.87646552920341)"
PP23092900000292,09/29/2023 12:00:00 AM,THEFT FROM AUTO,918,C,C3,6900 BLOCK,6901 MUIRKIRK MEADOWS DR,39.06185555458069,-76.88860461115837,"(39.06185555458069,-76.88860461115837)"
PP23092900000851,09/29/2023 12:00:00 AM,"AUTO, STOLEN",517,J,J3,1700 BLOCK,1709 OWENS RD,38.817105397582054,-76.97882753610611,"(38.817105397582054,-76.97882753610611)"
PP23100200001123,10/02/2023 12:00:00 AM,"AUTO, STOLEN",413,H,H7,1400 BLOCK,1420 RITCHIE MARLBORO RD,38.86992681026459,-76.85514010488987,"(38.86992681026459,-76.85514010488987)"
PP23092900001752,09/29/2023 12:00:00 AM,THEFT FROM AUTO,3130,TRU,G7,800 BLOCK,817 BRIGHTSEAT RD,38.90109471976757,-76.85251544415951,"(38.90109471976757,-76.85251544415951)"
PP23092900001926,09/29/2023 12:00:00 AM,THEFT FROM AUTO,631,F,F4,6200 BLOCK,6207 BUCKLER RD,38.754113391041756,-76.89910328388214,"(38.754113391041756,-76.89910328388214)"
PP23093000002041,09/30/2023 12:00:00 AM,THEFT,110,A,A4,1600 BLOCK,1602 UNIVERSITY BLVD WB,38.98508405685425,-76.9804679453373,"(38.98508405685425,-76.9804679453373)"
PP23093000002280,09/30/2023 12:00:00 AM,ACCIDENT,603,J,J5,6400 BLOCK,6400 OXON HILL RD NB,38.80201356112957,-76.99588786065578,"(38.80201356112957,-76.99588786065578)"
PP23100100001198,10/01/2023 12:00:00 AM,ASSAULT,618,F,F1,6300 BLOCK,6308 ALLENTOWN RD NB,38.80266973376274,-76.9073053598404,"(38.80266973376274,-76.9073053598404)"
PP23100200000645,10/02/2023 12:00:00 AM,"AUTO, STOLEN",103,B,B7,9300 BLOCK,9346 CHERRY HILL RD,39.01789239048958,-76.93650478124619,"(39.01789239048958,-76.93650478124619)"
PP23100200001589,10/02/2023 12:00:00 AM,"AUTO, STOLEN",836,D,D1,9100 BLOCK,9129 5TH ST,38.970648393034935,-76.85579627752304,"(38.970648393034935,-76.85579627752304)"
PP23100400001299,10/04/2023 12:00:00 AM,THEFT FROM AUTO,616,K,K6,6000 BLOCK,6011 SOUTH GATE DR,38.805950567126274,-76.94667536020279,"(38.805950567126274,-76.94667536020279)"
PP23100200000476,10/02/2023 12:00:00 AM,THEFT,110,A,A4,7900 BLOCK,7980 NEW RIGGS RD,38.988036811351776,-76.97849944233894,"(38.988036811351776,-76.97849944233894)"
PP23092800002325,09/28/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,259,B,B1,2300 BLOCK,2398 KENILWORTH AVE SB,38.91913931071758,-76.93322394788265,"(38.91913931071758,-76.93322394788265)"
PP23100300001258,10/03/2023 12:00:00 AM,"AUTO, STOLEN",261,TRU,G5,3900 BLOCK,3950 GARDEN CITY DR,38.94538597762585,-76.87318469583988,"(38.94538597762585,-76.87318469583988)"
PP23093000001694,09/30/2023 12:00:00 AM,THEFT FROM AUTO,235,B,B4,6700 BLOCK,6710 GREENVALE PKWY,38.95096339285374,-76.90369644761086,"(38.95096339285374,-76.90369644761086)"
PP23092900001697,09/29/2023 12:00:00 AM,ASSAULT,720,H,H7,4800 BLOCK,4839 FOREST PINES DR,38.8249793946743,-76.84693802893162,"(38.8249793946743,-76.84693802893162)"
PP23100400000856,10/04/2023 12:00:00 AM,THEFT FROM AUTO,261,G,G5,4000 BLOCK,4000 GARDEN CITY DR,38.94637022912502,-76.87318469583988,"(38.94637022912502,-76.87318469583988)"
PP23100300001184,10/03/2023 12:00:00 AM,THEFT,418,H,H6,3300 BLOCK,3393 DONNELL DR SB,38.846304804086685,-76.88663610816002,"(38.846304804086685,-76.88663610816002)"
PP23093000000294,09/30/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,423,H,H4,2400 BLOCK,2415 BROOKS DR,38.857459649443626,-76.9210848659277,"(38.857459649443626,-76.9210848659277)"
PP23100200000966,10/02/2023 12:00:00 AM,ASSAULT,937,C,C3,3600 BLOCK,3601 POWDER MILL RD EB,39.04249864816666,-76.94372260570526,"(39.04249864816666,-76.94372260570526)"
PP23100100001971,10/01/2023 12:00:00 AM,"AUTO, STOLEN",858,E,E2,800 BLOCK,800 SHOPPERS WAY,38.90175089240074,-76.8479222804308,"(38.90175089240074,-76.8479222804308)"
PP23100100002252,10/01/2023 12:00:00 AM,ACCIDENT,232,B,B3,,KENNEDY ST / 56TH AVE,38.954572305083275,-76.92010061442852,"(38.954572305083275,-76.92010061442852)"
PP23093000000399,09/30/2023 12:00:00 AM,"AUTO, STOLEN",858,E,E2,9000 BLOCK,9019 LAKE LARGO DR,38.90043856203556,-76.83906403183937,"(38.90043856203556,-76.83906403183937)"
PP23100100001397,10/01/2023 12:00:00 AM,THEFT,429,K,K2,3400 BLOCK,3416 CURTIS DR,38.84827330708504,-76.94536302983761,"(38.84827330708504,-76.94536302983761)"
PP23092900000593,09/29/2023 12:00:00 AM,ASSAULT,858,E,E2,9100 BLOCK,9101 BASIL CT,38.9138899743557,-76.84890653192997,"(38.9138899743557,-76.84890653192997)"
PP23093000001293,09/30/2023 12:00:00 AM,THEFT FROM AUTO,234,B,B4,4700 BLOCK,4730 68TH AVE,38.94669830799103,-76.90369644761086,"(38.94669830799103,-76.90369644761086)"
PP23100200001338,10/02/2023 12:00:00 AM,THEFT FROM AUTO,431,K,K3,3600 BLOCK,3615 SILVER PARK DR,38.84039930999279,-76.9371609389782,"(38.84039930999279,-76.9371609389782)"
PP23100200000046,10/02/2023 12:00:00 AM,THEFT FROM AUTO,603,J,J5,6400 BLOCK,6400 CLIPPER WAY,38.79938890039921,-76.99391935765743,"(38.79938890039921,-76.99391935765743)"
PP23100300001103,10/03/2023 12:00:00 AM,ACCIDENT,432,K,K4,,CAP BELT IL A HWY SB / BRANCH AVE NB,38.819730058312416,-76.91944444179535,"(38.819730058312416,-76.91944444179535)"
PP23092800002229,09/28/2023 12:00:00 AM,ACCIDENT,839,D,D5,9000 BLOCK,9042 ANNAPOLIS RD WB,38.96310247480869,-76.86104561388493,"(38.96310247480869,-76.86104561388493)"
PP23100100000515,10/01/2023 12:00:00 AM,"ROBBERY, VEHICLE",321,G,G1,10 BLOCK,13 PEPPER MILL DR,38.88928373157978,-76.88401144742966,"(38.88928373157978,-76.88401144742966)"
PP23100300001254,10/03/2023 12:00:00 AM,ACCIDENT,321,G,G1,6900 BLOCK,6959 AQUAMARINE CT,38.899454310536385,-76.8876203596592,"(38.899454310536385,-76.8876203596592)"
PP23092900000415,09/29/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,717,E,E4,,FENWAY LN / BROWN STATION RD,38.82924447953701,-76.77049461007118,"(38.82924447953701,-76.77049461007118)"
PP23100300002169,10/03/2023 12:00:00 AM,"ROBBERY, VEHICLE",517,J,J3,1400 BLOCK,1412 DUNWOODY AVE,38.81054373085499,-76.98637343943119,"(38.81054373085499,-76.98637343943119)"
PP23092900000561,09/29/2023 12:00:00 AM,THEFT FROM AUTO,117,A,A6,1900 BLOCK,1901 AMHERST RD,38.97425730526447,-76.97915561497211,"(38.97425730526447,-76.97915561497211)"
PP23100300001684,10/03/2023 12:00:00 AM,ACCIDENT,411,H,H3,,WALKER MILL RD EB / KAREN BLVD,38.87025488913059,-76.8879484385252,"(38.87025488913059,-76.8879484385252)"
PP23100100001127,10/01/2023 12:00:00 AM,"AUTO, STOLEN & RECOVERED",726,F,F5,6200 BLOCK,6249 ROBERT CRAIN HWY SW,38.80332589149475,-76.75146578252316,"(38.80332589149475,-76.75146578252316)"
PP23100400000655,10/04/2023 12:00:00 AM,ACCIDENT,754,F,F7,16000 BLOCK,16006 CRAIN HWY SE,38.67012405395508,-76.8722004443407,"(38.67012405395508,-76.8722004443407)"
PP23100200000621,10/02/2023 12:00:00 AM,"AUTO, STOLEN",309,TRU,G5,3800 BLOCK,3800 WEST ST,38.94177706539631,-76.86104561388493,"(38.94177706539631,-76.86104561388493)"
PP23100100000860,10/01/2023 12:00:00 AM,THEFT,3130,G,G7,8300 BLOCK,8301 GIBBS WAY,38.89617347717285,-76.86367027461529,"(38.89617347717285,-76.86367027461529)"
PP23100300000257,10/03/2023 12:00:00 AM,"AUTO, STOLEN",701,E,E3,10100 BLOCK,10109 PRINCE PL,38.89223647117615,-76.8325023651123,"(38.89223647117615,-76.8325023651123)"
PP23092900001129,09/29/2023 12:00:00 AM,ACCIDENT,255,B,B2,3300 BLOCK,3301 KENILWORTH AVE NB,38.93029414117336,-76.9312554448843,"(38.93029414117336,-76.9312554448843)"
PP23100300001026,10/03/2023 12:00:00 AM,"AUTO, STOLEN",737,TRU,F5,10400 BLOCK,10403 FARRAR AVE,38.74952022731304,-76.83545511960983,"(38.74952022731304,-76.83545511960983)"
PP23093000000307,09/30/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,632,F,F4,5800 BLOCK,5800 EAST BONIWOOD TURN,38.731147557497025,-76.90861769020557,"(38.731147557497025,-76.90861769020557)"
PP23100300001256,10/03/2023 12:00:00 AM,THEFT,226,B,B5,6300 BLOCK,6330 AUBURN AVE,38.965727150440216,-76.89647860825062,"(38.965727150440216,-76.89647860825062)"
PP23092900000096,09/29/2023 12:00:00 AM,"ROBBERY, OTHER",113,A,A3,,15TH AVE / UNIVERSITY BLVD EB,38.985412150621414,-76.98178027570248,"(38.985412150621414,-76.98178027570248)"
